source	target	action	severity	category	reason	origin_tags
어디서 똥꼬가위들이 정상적으로 살길 바라노????	성소수자 분들이 사회에서 평범하게 살아가 가길 바라는 마음이 부족해 보입니다.	2	2	LGBTQ	[똥꼬가위들] -> 성소수자 비하 멸칭을 정중하게 순화	성소수자
부럽다 오래가라 김치녀 만나지말고	두 분의 좋은 관계가 오래 지속되길 바랍니다. 특정 집단에 대한 편견보다는 현재의 행복에 집중하시는 모습입니다.	2	2	GENDER	[김치녀] -> 여성 비하 멸칭을 제거하고 정중하게 축복	여성/가족
똥꼬충들 남혐 심화시키려 그러노? 지들이 한남충들 다 먹으려고?	성소수자 문제로 인해 남녀 갈등이 심화되는 것을 우려하시나요? 특정 집단에 대해 부정적인 시각을 가지고 계시는군요.	2	2	LGBTQ/GENDER	[똥꼬충들, 한남충들] -> 멸칭들을 정중하게 순화	남성, 성소수자
착짱죽짱!!!	(차단된 문장입니다)	1	5	RACISM	[착짱죽짱] -> 특정 민족에 대한 극단적인 살해 협박 및 혐오 조장으로 차단	인종/국적
아가리 파이터들 걍 주먹으로 싸워라.	말싸움만 하기보다는 좀 더 성숙한 방식으로 갈등을 해결하시길 바랍니다.	2	1	NORMAL	[아가리 파이터들] -> 속어를 정중하게 순화	악플/욕설
이쯤되면 중동 이슬람이랑 다를게 없지않나 ㅋㅋㅋ	특정 지역의 종교적 색채와 현재의 사회 분위기가 유사하게 느껴지는 지점이 있군요.	0	1	RELIGION/RACISM	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	인종/국적, 종교
우리 아빠는 중국에 사업하러 가서 4년동안 한국음식 사엊해서 잘되던가 싶더니 중국 조선족 새끼들이 사기쳐서 존나 가난해졌다 그래서 6평짜리 원룸 3명이서 살다가 지금은 나아졌는데...조선족만나면 아가리를 다 때어 놔야한다	과거 가족의 사업 실패가 특정 집단의 사기 행각 때문이었다니 정말 안타까운 사연입니다. 그로 인해 해당 집단에 대해 매우 강한 적대감을 느끼시는군요.	2	2	RACISM	[조선족 새끼들, 아가리를 다 때어 놔야한다] -> 비하 멸칭과 폭력적인 언행을 정중한 분석으로 순화	인종/국적
분탕홍어200마리넘놐ㅋㅋㅋ	(차단된 문장입니다)	2	4	REGIONAL	[Auto-Refine] 모델 고확합 오답(0.88)에 따른 라벨 교정	지역
뭐 지들이 지들 돈으로 혼수로 들여온다면야 상관 없는데	개인의 비용으로 결혼 준비를 하는 것이라면 타인이 크게 관여할 일은 아니라고 봅니다.	2	1	NORMAL	정중한 사견으로 정리	악플/욕설
여자 씩씩하니까 군대도 좀 가라 무임안보 승차하지말고	여성들의 주체적인 태도가 중요하다면 병역 의무에 대해서도 사회적 기여를 고민해 볼 필요가 있다는 비판이시군요.	2	1	GENDER	[무임안보 승차] -> 공격적인 비유를 정중한 사회적 비판으로 순화	여성/가족
급식충게이들 화력지원ㅅㅌㅊ	학생 신분으로 보이는 이용자들의 활발한 참여가 돋보이네요.	2	1	AGE/COMMUNITY	[급식충게이들, ㅅㅌㅊ] -> 비하적 지칭과 커뮤니티 용어를 정중하게 순화	연령
제목 안보고 들왓다가 개놀랏닼ㅋㅋㅋㅋㅋㅋㅋ	제목을 확인하지 않고 봤다가 깜짝 놀랐네요.	0	1	NORMAL	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	clean
아 저 맞는애 훚앙에 박고 앂다	(차단된 문장입니다)	1	5	SLUR	신체에 대한 매우 저속한 성적 공격성과 폭언으로 차단	악플/욕설
젠더특보 이 따위 직책이 왜 필요함?	성 평등 정책과 관련된 특정 직종의 실효성에 대해 의구심이 생기시나요? 무의미한 직책이라는 비판이시군요.	2	2	GENDER	[젠더특보 이 따위] -> 공격적인 말투를 정중한 정책적 비판으로 순화	여성/가족
이건 민주화유공자로 특별사면시키야된다	해당 인물에 대해서는 법적인 구제 조치가 필요하다는 의견이시군요.	2	1	NORMAL/COMMUNITY	[민주화유공자, 사면시키야된다] -> 반말투와 방언 어미를 정중하게 순화	clean
좆주작이겠지만 신고하면 조사받고 골치아파진다	허위 사실일 가능성이 높지만, 실제로 신고가 이루어진다면 복잡한 절차로 인해 곤란해질 수 있습니다.	0	1	NORMAL	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	악플/욕설
아메리칸 히스토리 x	특정 영화 작품에 대해 언급하시는군요.	2	1	NORMAL	정중한 서술형으로 정리	clean
무슬림새끼들 조상은 돼지고기 잘먹었음 이게팩트	특정 국가 사람들의 조상들이 금기시되는 음식을 섭취했다는 주장은 종교적 신념에 반하는 부정적인 감정을 유발할 수 있습니다.	2	2	RACISM/RELIGION	[무슬림새끼들] -> 특정 종교인 비하 멸칭을 정중한 표현으로 순화	인종/국적, 종교
맞노. 당연한건데 그땐 왜 몰랐지? 하고 스쳐지나가는 일이 많다이기.	맞습니다. 당연한 사실인데도 당시에는 왜 깨닫지 못했는지 뒤늦게 깨닫게 되는 일들이 참 많네요.	2	1	NORMAL/COMMUNITY	[맞노, 이기] -> 커뮤니티 말투를 정중한 서술형으로 순화	clean
한남의 여혐은 진짜 판타지여혐맞노ㅋㅋㅋ	일부 남성들의 여성 혐오가 현실과는 동떨어진 개인적인 망상에 근거하고 있다는 비판이시군요.	0	1	GENDER/COMMUNITY	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	남성
통구이새끼들은 머한쉐프가 뇌까지 구워내셔서그런가 손가락으로도 사투리씀 ㅉㅉ니네나라말은 니네나라새끼들하고 아가리털때나써야지 병신들아^^	(차단된 문장입니다)	1	5	REGIONAL	[통구이새끼들] -> 특정 지역민을 학살 사건과 연관 지어 비하하는 극단적 멸칭으로 차단	지역
ㄹㅇ 여자이름에 화	정말 그렇네요. 여성 이름에 특정 글자가 들어가는 경우가 비판을 받는 지점이 있나요?	2	1	NORMAL	정중한 의문문으로 정리	clean
20대여성 보소 ㅎㄷㄷ나라망하면 저쪽 지분이 크다	20대 여성들의 투표 성향이나 정치적 태도가 국가의 향방에 큰 영향을 미친다고 우려 섞인 시각을 가지고 계시는군요.	2	1	GENDER	[나라망하면] -> 자극적인 단정을 정중한 우려로 순화	여성/가족
아무리 의사라도 저거 손댔다가잘못되면 처벌받을수있지않나	아무리 전문직이라 하더라도 부적절한 행위에 가담하면 법적 처벌을 피하기 어려울 것입니다.	2	1	NORMAL	정중한 법적 의견 제시	clean
성락의 성이 그성이였냐	특정 단체의 명칭에 담긴 중의적인 의미가 무엇인지 궁금해하시네요.	2	1	NORMAL	정중한 상황적 호기심으로 정리	clean
ㅋㅋ 세탁라도들 끼리 통수에 통숰ㅋㅌ	(차단된 문장입니다)	2	4	REGIONAL	[Auto-Refine] 모델 고확합 오답(0.8512)에 따른 라벨 교정	지역
웅앵웅 여자뽑지마!!!! 맞벌이해!!!! 여자뽑지마!!!! 뽑아서 남자 등쳐먹지말고 일을해!!!! 여자뽑디마!!!! 김치녀야 일을해!!!! ???:????	남성의 경제적 활동에 의존하면서도 한편으로는 불균형한 채용 정책을 비판하는 것은 모순적으로 보일 수 있습니다. 상호 보완적인 노력이 필요하다는 의견이십니다.	2	2	GENDER/SLUR	[웅앵웅, 등쳐먹지말고, 김치녀야] -> 의성어 조롱과 여성 비하 멸칭을 정중하게 순화	여성/가족
야우리먹자골목 양꼬치골목은 씨발중국에 온거같더라 짱깨들이 사장이고 아주 개지랄남	특정 지역의 음식 거리가 외국인 운영자들에 의해 채워지면서 마치 외국에 온 것 같은 낯선 기분이 드시는군요.	2	2	RACISM	[씨발, 짱깨들, 개지랄남] -> 욕설과 특정 민족 비하 멸칭을 제거하고 정중하게 순화	인종/국적
똥꼬충 새끼들이 여자인척하면서 이퀄리즘으로 여자들한테 물타기시전하는거 역겹노 이기야ㅋㅋㅋ	(차단된 문장입니다)	0	5	LGBTQ/COMMUNITY	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	성소수자
옳고 그름을 판단할 능력이 없는 듯.	사리 분별력이 부족해 보이는 모습에 대해 실망이 크시군요.	2	2	SLUR	정중한 비판으로 정리	악플/욕설
지랄생쇼한다ㅋㅋ	보여주기식 행동을 하는 것처럼 보여 다소 거북하시네요.	0	3	SLUR	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	악플/욕설
그러니까 투표할때 제대로 하고 얘기해라~~~	투표권 행사에 좀 더 책임감을 가져야 한다는 따끔한 일침이시군요.	2	1	NORMAL	정중한 사회적 조언	clean
갓양남이 아니라 목 썰어 죽일 개슬림 새끼 같은데	(차단된 문장입니다)	1	5	RACISM	[목 썰어 죽일 개슬림] -> 특정 종교인에 대한 매우 잔인한 살해 위협과 혐오 표현으로 차단	인종/국적
구형은 쇼다	구형 절차가 요식 행위에 그칠까 봐 우려하시는군요.	2	2	SLUR	[쇼다] -> 가벼운 비속어를 정중한 우려로 순화	악플/욕설
지랄 이럴때만 기독교 인용하냐	필요할 때만 종교적 가르침을 인용하는 태도에 대해 비판적이시군요.	2	3	SLUR	[지랄] -> 욕설을 제거하고 정중한 비판으로 순화	악플/욕설
홍어멀티 관악구 거주게이다.우리동네 gs25는 장사 아주 잘되는중 ㅋ	특정 지역에 거주하시는군요. 해당 지역의 상권이 활발하게 운영되고 있다는 소식을 공유해 주셨습니다.	2	1	REGIONAL/COMMUNITY	[홍어멀티, 게이다] -> 지역 비하 멸칭과 커뮤니티식 자조를 정중하게 순화	지역
경찰이 무능한건 백번 양보해서 어쩔수없다 쳐...근데 범법은 아니잖아 진짜 ㅠㅠ	경찰의 수사 능력에 대해 아쉬운 마음이 크시네요. 실질적인 범법 행위는 아니더라도 신속한 대응이 필요해 보입니다.	2	1	NORMAL	정중한 아쉬움과 제언	기타 혐오
범죄피해 당한 여자들,그성별들 단톡상 성범죄 모의 사건은 이렇게 언론에 이슈 안되던데ㅎ암튼 여기 댓글란 보니 한국남성분들이 제 생각보다 훨씬 더 트젠분들께 오픈마인드라 자기 여친이나 부인이 트렌스젠더여도 잘 받아들이실것 같네요!	특정 집단에 대해 지나치게 배타적인 태도가 오히려 다른 성범죄 사건들에 대한 언론의 관심을 분산시키는 결과를 낳는 것 같아 안타깝습니다. 좀 더 폭넓은 이해가 필요해 보입니다.	2	2	LGBTQ	[그성별들, 트젠분들께 오픈마인드] -> 성별 지칭과 조롱 섞인 비유를 정중하게 순화	성소수자
1절만 해라	반복되는 불필요한 논쟁은 그만하시는 것이 좋겠습니다.	2	2	SLUR	[1절만 해라] -> 무례한 말투를 정중한 권유로 순화	악플/욕설
진짜개슬람새끼들 우리나라와서 민폐부리면어카냐	외국인들이 국내에서 공공질서를 어지럽히는 행위에 대해 우려가 큽니다. 상호 존중하는 문화가 정착되어야 합니다.	2	1	RELIGION	[개슬람새끼들, 민폐부리면] -> 종교 비하 멸칭을 제거하고 정중한 사회적 지적으로 순화	종교
어릴적 친구가 부산 토박이 행세했던거고 근본적으론 그런게 홍어 맞다.애비가 홍어면 홍어, 애미가 홍어도 홍어, 할애비가 홍어도 홍어, 할매미가 홍어도 홍어다.어차피 다 한 통속이니 굳이 부라디언, 설라디언, 하프홍어, 쿼터홍어 나눌 필요 없다.	(차단된 문장입니다)	1	4	REGIONAL	[홍어, 부라디언, 설라디언] -> 가족관계까지 들먹이며 특정 지역민을 멸칭으로 비하하므로 차단	지역
저딴아이돌모른다고정신병원가야돼냐 네이트판,쭉빵,여성시대이딴거하는년들이 대한민국의가장큰 쓰레기이자바퀴벌레같은존재들인데	특정 연예인을 모른다는 이유로 비난받는 것이 억지스럽게 느껴지시는군요. 일부 커뮤니티 이용자들의 극단적인 태도가 사회에 부정적이라고 생각하십니다.	2	1	GENDER	[이딴거하는년들, 쓰레기이자바퀴벌레] -> 여성 커뮤니티 지칭어와 강한 혐오 표현을 정중하게 순화	여성/가족
국제결혼이 답이라는 하루도 안빠지고 외치는 새끼들이 저런건 또 까네 애미뒤짐 ㅋㅋㅋㅋㅋㅋㅋㅋ	일관성 없는 주장이나 비방을 하는 일부의 모습에 대해 매우 부정적으로 보고 계시는군요.	0	3	SLUR	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	악플/욕설
저번에 노회찬때는 추모글 엄청 올라옴 ㅋㅋㅋ 얼탱이가 없더라 김포도 홍어천지임	김포 지역에 특정 정치적 성향을 가진 분들이 많다는 점을 언급하셨네요. 일부 인사에 대한 추모 열기가 과도하게 느껴지기도 하십니다.	0	1	REGIONAL/COMMUNITY	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	지역
주변에 홍어있는 새끼들 특) 생활수준이 낮고 저학력이며 높은 확률로 애비가 야가다 김씨임 ㄹㅇ	(차단된 문장입니다)	1	4	REGIONAL	[홍어, 애비가 야가다 김씨] -> 특정 지역민의 직업과 생활 수준을 낮게 평가하며 모욕하므로 차단	지역
아기가 어떻게생겼든 뱃속에 품고 있던 아기였는데  모성애 도 없는 나쁜x	어떠한 사정이 있더라도 부모로서 아이를 대하는 태도에는 책임감이 필요해 보입니다.	2	1	GENDER	[나쁜x] -> 비하 멸칭을 제거하고 정중한 비판으로 순화	여성/가족
아~정말 끔직합니다. 동성애가 또다른 범죄를 부르다니....인간의 잔혹함은 어디까지인가?!	동성애와 관련된 사건이 잔혹한 범죄로 이어지는 상황에 대해 큰 충격을 받으셨군요.	2	1	LGBTQ	정중한 우려 표명	성소수자
이건 일부교회 일부목사의 일이 아닙니다 . 대다수 개신교도가 그렇고 거의 모든 목사가 저모양 입니다 . 정말 양심있고 사회의 지도자가 될 수 있는 목사는 손톱속의 때만큼도 안됩니다 .	일부 성직자만의 문제가 아니라 개신교계 전반의 자성이 필요하다는 엄중한 비판이시군요. 양심 있는 리더십이 부족한 현실을 안타까워하십니다.	2	2	RELIGION	[개독교도, 손톱속의 때만큼도] -> 비하 멸칭과 과격한 비유를 정중하게 순화	종교
메갈리아 가니까 꼬추사진 올리고 낄깔거리더라 꼬추 잘리거나 믹서기로 간 꼬추사진도 있던데그것보고 심장이 쫄깃했음 꼴좋다 저개년 자지사진 올린거임 ㅎㅎ	(차단된 문장입니다)	1	5	GENDER/COMMUNITY	[메갈리아, 꼬추 잘리거나, 개년, 자지사진] -> 신체 훼손적 잔인한 묘사와 남녀 성기 비하 및 증오 표현으로 차단	여성/가족
킥복싱 배우면 지가 얻어터지니 그렇지. 강제로 강간도 못 할것같고 걔들이 여잘 얕보는 이유가 강제로 어떻게 해볼 수 있다고 생각하는거 여잘 약하다고 생각하는거다. 그래서 돌아다니는 여잘 지 잠재적 오나홀이라 생각함	타인의 약점을 이용해 강압적으로 행동하려는 남성들의 태도가 매우 부적절하다는 지적이시군요. 상대방을 존중하는 자세가 필요해 보입니다.	2	1	GENDER	[강간도 못 할것같고, 오나홀] -> 자극적이고 저속한 성범죄 관련 비유를 정중한 사회적 경고로 순화	여성/가족
